No,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,REF,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10
2.0,1024.404051951873,25.379449184124287,945.9411088992388,883.9828115609977,1028.2164040589944,0.7867182978877314,-0.025560167100694448,0.6301631221064815,-2.3903627748842595,-2.9666307237413196,5.232103135850694,0.0,0.0,0.0,0.41852644085884094,0.0,0.0,0.0,0.47191858291625977,0.0,0.0,0.0,1.6947269439697266,0.0,0.0,0.0,1.0636045932769775,0.0,0.0,0.0,0.019698938354849815
5.0,1038.501452323718,25.38203206429115,658.7524627294296,953.0259677202274,987.6004951672676,0.7951592339409722,-0.025473700629340276,0.6262173122829862,2.226842244466146,9.206648932562933,5.875939263237846,0.0,-1.3265667756398518,0.9109357992808024,0.41852644085884094,0.0,-1.3190675973892212,0.6893021861712137,0.47191858291625977,0.0,-1.5130077203114827,2.0855233669281006,1.6947269439697266,0.0,-1.499927282333374,1.099750240643819,1.0636045932769775,0.0,-1.355651060740153,0.35485877593358356,0.019698938354849815
8.0,1000.7342524874038,25.384614944458008,371.489924441479,989.4411916062983,961.5082859137119,0.7003919813368057,0.03442721896701389,0.7024197048611112,5.442284478081596,6.670142279730903,8.548066880967882,0.0,-3.9797003269195557,1.0063706636428833,0.41852644085884094,0.0,-4.042595545450847,0.6954091787338257,0.47191858291625977,0.0,-4.640641371409099,2.069230794906616,1.6947269439697266,0.0,-4.591600100199382,1.1279336214065552,1.0636045932769775,0.0,-4.148636023203532,0.38187241554260254,0.019698938354849815
11.0,977.5711458646334,25.369117663456844,752.4002067370293,954.5162979517228,955.0018803523138,0.7357618543836805,0.028703477647569444,0.6905314127604166,-1.8592325846354167,-2.3003641764322915,7.449807061089409,0.0,-3.9797003269195557,1.0063706636428833,0.41852644085884094,0.0,-4.087861855824788,0.6954091787338257,0.47191858291625977,0.0,-4.713293552398682,2.069230794906616,1.6947269439697266,0.0,-4.641133467356364,1.1279336214065552,1.0636045932769775,0.0,-4.1893205642700195,0.38187241554260254,0.019698938354849815
14.0,961.3318117112381,25.379449184124287,752.8895082757412,922.7240514823717,933.1731758626302,0.7642449273003472,0.014895968967013888,0.6615973578559028,-2.000461154513889,2.411685519748264,4.920569525824653,0.2138537367184957,-3.9812000592549643,0.9997930328051249,0.41852644085884094,0.213749627272288,-4.096499125162761,0.6960726380348206,0.47191858291625977,0.47998567422231037,-4.76002311706543,2.0843073527018228,1.6947269439697266,0.20880993207295737,-4.736631870269775,1.1653252442677815,1.0636045932769775,-0.008307916422684988,-4.188202857971191,0.3774067461490631,0.019698938354849815
17.0,956.7873744866787,25.384614944458008,804.4486907489483,902.3704857772436,911.3306280361079,0.7541323061342592,-0.01166675708912037,0.6907868561921297,10.654449462890625,21.37314407913773,9.544835973668981,0.8017351627349854,-4.086871941884358,0.9943198561668396,0.4111880858739217,0.6979156136512756,-4.1491672197977705,0.692152738571167,0.581342359383901,1.4207945664723713,-4.8812947273254395,2.0935823917388916,1.69106129805247,0.7220896482467651,-4.946968078613281,1.1971744298934937,1.0727624495824177,0.0068679796531796455,-4.2169491449991865,0.3752630054950714,-0.03731807693839073
20.0,980.6701936699261,25.362864847470288,768.0543211380055,895.7803538460449,861.5139758450478,0.5984056260850695,0.09315660264756946,0.7930467393663195,17.183363172743057,20.757276746961807,7.82073974609375,0.8200770616531372,-4.13603401184082,0.9943198561668396,0.4859935442606608,0.7002358635266622,-4.190643310546875,0.692152738571167,0.7691012024879456,1.3848011096318562,-4.958139419555664,2.0935823917388916,1.619256814320882,0.8032681941986084,-5.003158251444499,1.1971744298934937,1.0656090180079143,0.010041131094718972,-4.256280581156413,0.3752630054950714,-0.08768219252427419
23.0,960.8885917154948,25.384614944458008,1186.5612291541468,855.062118013822,872.8232942708333,0.5455039695457176,0.2006202980324074,0.8184034559461805,-2.0082148799189814,9.231363932291668,-12.605757536711517,0.8297753731409708,-4.086491425832112,0.9943198561668396,0.7008455991744995,0.6449766953786215,-4.19571320215861,0.692152738571167,0.6585198243459066,1.441637674967448,-4.931283315022786,2.0935823917388916,1.5443111260732014,0.8222348491350809,-5.072710673014323,1.1971744298934937,1.0187445878982544,-0.022344364784657955,-4.20999797185262,0.3752630054950714,0.004141202254686505
26.0,940.2987771423863,25.379242553710938,995.2951451645549,830.8773767794096,870.9296396187025,0.5643113878038194,0.18599243164062498,0.8126702202690973,-4.256379869249132,1.1796739366319442,-0.16199747721354166,0.9411119023958842,-4.030191898345947,0.9943198561668396,0.8969810009002686,0.5901455283164978,-4.183572610219319,0.692152738571167,0.5973958770434061,1.4398440917332966,-4.8462174733479815,2.0935823917388916,1.5625356833140056,0.9155534505844116,-5.00264326731364,1.1971744298934937,0.9785478115081787,-0.008527897608776888,-4.096756776173909,0.3752630054950714,0.07494974384705226
29.0,932.6960660494291,25.384614944458008,986.6474124223759,838.0539112580127,863.040762094351,0.5833841959635416,0.215911865234375,0.8072136773003472,0.1383209228515625,2.0914289686414933,6.634419759114583,1.0443074703216553,-4.1028798421223955,0.9943198561668396,1.0068840980529785,0.5804211695988973,-4.291426658630371,0.692152738571167,0.5972779790560404,1.5088185866673787,-4.880768458048503,2.0935823917388916,1.7300182183583577,0.9894035458564758,-4.983355363210042,1.1971744298934937,0.994632621606191,0.08547914028167725,-4.162970542907715,0.3752630054950714,0.12880906462669373
