No,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,REF,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10
1,841.0552250788762,856.2890883225662,855.2662752591647,838.3431983360878,852.0583261343149,0.16913859049479166,-0.3356831868489583,0.9181111653645834,0.6828816731770834,5.4618072509765625,6.285502115885417,0.9495284557342529,0.5512261986732483,0.44635769724845886,0.6989220380783081,0.9712385535240173,0.5354011058807373,-0.11883363872766495,0.640664279460907,1.0009106397628784,1.5628936290740967,1.2863541841506958,1.4793667793273926,1.172165870666504,0.7112438678741455,0.4858987629413605,0.7978776693344116,0.5695580244064331,0.1247529610991478,-0.27861252427101135,0.47331419587135315
2,843.1628652719351,856.9244901216947,858.1332773061899,842.9149076021635,854.4139146071213,0.150146484375,-0.338134765625,0.9194742838541666,1.308441162109375,6.076151529947917,8.25439453125,0.9525501132011414,0.44709497690200806,0.44635769724845886,0.6989220380783081,0.9406458735466003,0.5423505902290344,-0.12475235015153885,0.640664279460907,0.9608174562454224,1.4213231801986694,1.266088604927063,1.4793667793273926,1.1020861864089966,0.5128940343856812,0.46429452300071716,0.7978776693344116,0.5321387648582458,0.1244310736656189,-0.280962198972702,0.47331419587135315
3,833.9419508713943,851.3299513596755,855.9326547475962,835.104252741887,842.9613976111779,0.15223185221354166,-0.3283182779947917,0.9252827962239584,3.251164754231771,6.253102620442708,7.718556722005208,0.9525501132011414,0.33226025104522705,0.44635769724845886,0.6989220380783081,0.9047742486000061,0.550469696521759,-0.13775864243507385,0.640664279460907,0.9300110936164856,1.2690585851669312,1.2527375221252441,1.4793667793273926,1.0437638759613037,0.30445748567581177,0.4500190019607544,0.7978776693344116,0.5011923313140869,0.13030491769313812,-0.28939148783683777,0.47331419587135315
4,843.4783935546875,843.9457836914063,856.662265625,843.89744140625,847.8945043945313,0.14239501953125,-0.31268310546875,0.92852783203125,2.5171915690104165,5.946553548177083,9.767201741536459,0.9533389806747437,0.26965412497520447,0.44635769724845886,0.8654224276542664,0.8708608746528625,0.5023301839828491,-0.16101379692554474,0.5490875840187073,0.8983060717582703,1.096453309059143,1.2422714233398438,1.3697974681854248,0.9959873557090759,0.18637529015541077,0.4429151117801666,0.6873793601989746,0.47541096806526184,0.12267279624938965,-0.30605119466781616,0.16341763734817505
5,835.2127309945913,847.7190833458534,857.6373572716346,837.5838200495793,849.9042029747596,0.13641357421875,-0.3077596028645833,0.932647705078125,0.7314809163411459,5.802001953125,8.38897705078125,0.9533389806747437,0.24901454150676727,0.444623738527298,0.8754580616950989,0.8434906601905823,0.4241093695163727,-0.19138959050178528,0.5393487811088562,0.8643377423286438,0.9991976022720337,1.232616662979126,1.2811254262924194,0.9569011926651001,0.15272724628448486,0.43661558628082275,0.6473792195320129,0.4561430811882019,0.12439481914043427,-0.3302241265773773,0.1146220937371254
6,840.72234375,852.1010986328125,859.2087939453126,839.8842529296875,849.0227075195312,0.142547607421875,-0.3035481770833333,0.9396158854166666,-1.607513427734375,3.9066314697265625,7.808278401692708,0.9554122090339661,0.24561063945293427,0.4438581168651581,0.8830804228782654,0.8231596350669861,0.3383297622203827,-0.22156605124473572,0.5301586389541626,0.8315595984458923,0.9785864353179932,1.225924015045166,1.2061316967010498,0.9256012439727783,0.1366897076368332,0.4292328953742981,0.616155207157135,0.44769522547721863,0.12743251025676727,-0.3565862476825714,0.10064840316772461
7,848.3780224609375,859.67619140625,861.1912109375,842.1245361328125,858.4351635742188,0.130828857421875,-0.313446044921875,0.9261881510416666,-2.3302714029947915,5.438130696614583,7.003275553385417,0.9565210938453674,0.2312152236700058,0.44344931840896606,0.8869734406471252,0.8078511357307434,0.2780717611312866,-0.24399448931217194,0.5292903184890747,0.8028974533081055,0.9224461913108826,1.2234774827957153,1.142791748046875,0.9001922011375427,0.12731240689754486,0.42131277918815613,0.5910141468048096,0.4501155614852905,0.12129571288824081,-0.3786996603012085,0.11556372791528702
8,847.4556180513822,853.716548039363,866.2383774977463,848.974367581881,847.1146850585938,0.12967936197916666,-0.3201497395833333,0.9304402669270834,-1.62994384765625,4.752756754557292,7.5054677327473955,0.9565210938453674,-0.03584681451320648,0.44117775559425354,0.8896816968917847,0.7930712699890137,0.2619921565055847,-0.25692206621170044,0.5348808765411377,0.7804832458496094,0.5848202705383301,1.2195237874984741,1.0897166728973389,0.8774181008338928,0.052111439406871796,0.4092283844947815,0.5702307820320129,0.4563579857349396,0.09885653853416443,-0.39304015040397644,0.1415451467037201
9,842.6824458195613,853.5615633451022,860.3648892916166,846.2623314490685,841.0397268442007,0.11472574869791667,-0.3172607421875,0.9428507486979166,-0.8074951171875,6.597035725911458,8.341623942057291,0.9565210938453674,0.050112560391426086,0.4398394227027893,0.8915539979934692,0.775368332862854,0.2952691316604614,-0.2632106840610504,0.5357149243354797,0.7667135000228882,0.6126623749732971,1.208326816558838,1.0455946922302246,0.8531501889228821,0.07529959082603455,0.3810485005378723,0.5482927560806274,0.45816266536712646,0.09635394811630249,-0.4022381007671356,0.1617009937763214
10,840.7452768179087,850.1676541841947,857.4049072265625,837.5683265099159,843.2868370643029,0.121826171875,-0.3150838216145833,0.9318949381510416,-1.7059580485026042,4.1608428955078125,7.304840087890625,0.9565210938453674,0.13083627820014954,0.44031599164009094,0.8945161700248718,0.7555130124092102,0.3178409934043884,-0.2650631368160248,0.5244991183280945,0.7604719996452332,0.6183507442474365,1.1771351099014282,1.0086814165115356,0.8261648416519165,0.11777576804161072,0.3253767490386963,0.521959662437439,0.45234882831573486,0.09657693654298782,-0.4141996204853058,0.1672302633523941
11,832.2992459810697,870.190190241887,855.0338134765625,837.7233041616587,857.2034372182993,0.12148030598958333,-0.3187255859375,0.93023681640625,-2.086029052734375,4.847462972005208,6.046244303385417,0.9565210938453674,0.18451957404613495,0.4525047242641449,0.9107105135917664,0.7369800806045532,0.3294179141521454,-0.2640247642993927,0.5044155716896057,0.7584830522537231,0.6093978881835938,1.1091983318328857,0.9789007306098938,0.7980542778968811,0.168345645070076,0.2367151826620102,0.49159592390060425,0.4411570131778717,0.09835507720708847,-0.4392778277397156,0.1581392139196396
12,843.6122882549579,863.2628901554988,856.5215571476863,840.3578467735878,847.1301762507512,0.11455620659722222,-0.3181084526909722,0.9318508572048612,-2.2073194715711804,4.56085205078125,5.679880777994792,0.892579972743988,0.2276657670736313,0.41878488659858704,0.9233770966529846,0.6987418532371521,0.3417845666408539,-0.26178622245788574,0.48397740721702576,0.6781409382820129,0.5920157432556152,0.9934800267219543,0.9557749032974243,0.6448391079902649,0.21950656175613403,0.11781224608421326,0.46068844199180603,0.4072530269622803,0.10904797166585922,-0.4815351665019989,0.13954618573188782
13,840.6578759765625,854.9377270507813,857.3553149414063,841.9956005859375,844.4937744140625,0.12091064453125,-0.3297119140625,0.9292805989583334,-3.1352742513020835,3.865509033203125,5.330963134765625,0.8389601111412048,0.26232093572616577,0.2943277657032013,0.9275063276290894,0.6512237787246704,0.36707305908203125,-0.2609863579273224,0.46859776973724365,0.6131241321563721,0.5937110185623169,0.8368479013442993,0.9360346794128418,0.47134706377983093,0.27934667468070984,-0.027412954717874527,0.4312019348144531,0.3640071451663971,0.14118140935897827,-0.5338164567947388,0.11726504564285278
14,839.3195213904747,851.8723567082332,858.2882526104266,840.5748079740084,844.0152141864484,0.113555908203125,-0.3272298177083333,0.9291178385416666,-2.1707661946614585,4.3801625569661455,5.425669352213542,0.7937339544296265,0.29193559288978577,0.12055157124996185,0.7851184010505676,0.5942856669425964,0.40247952938079834,-0.26556095480918884,0.44213056564331055,0.5872991681098938,0.6334599852561951,0.6695700883865356,0.49224653840065,0.3357224762439728,0.3424190282821655,-0.18483439087867737,0.24345676600933075,0.32255953550338745,0.1901591569185257,-0.5816411375999451,0.028887448832392693
15,845.239504300631,853.1896315354568,858.0557884803185,844.263174203726,842.2020263671875,0.1151123046875,-0.32965087890625,0.9253946940104166,-2.011260986328125,4.66552734375,4.909769694010417,0.7470253705978394,0.34651443362236023,0.038026511669158936,0.7851184010505676,0.5324110984802246,0.43572431802749634,-0.27588793635368347,0.4328975975513458,0.579225480556488,0.6911899447441101,0.5283544063568115,0.4928765296936035,0.2823358476161957,0.3923392593860626,-0.32411831617355347,0.2193898856639862,0.29019927978515625,0.2360449731349945,-0.6160361766815186,0.00880363117903471
16,847.7965580866887,853.8095280573918,859.2800809420072,845.7819096491887,850.632570706881,0.11912027994791667,-0.3237711588541667,0.93304443359375,-1.3470713297526042,3.298517862955729,4.857432047526042,0.7350795269012451,0.3866245448589325,0.039741337299346924,0.7851184010505676,0.4797877371311188,0.45897606015205383,-0.28816890716552734,0.4231441020965576,0.5674628615379333,0.7377777099609375,0.4136829674243927,0.48498064279556274,0.28464943170547485,0.41739052534103394,-0.4073478579521179,0.19742515683174133,0.26559585332870483,0.26407963037490845,-0.6427307724952698,-0.00704736914485693
